"","brsw1BR1_its","brsw1BR2_its","brsw1BR3_its","brsw1BR4_its","brsw1BR5_its","brsw1BR6_its","brsw1SW1_its","brsw1SW2_its","brsw1SW3_its","brsw1SW4_its","brsw1SW5_its","brsw1SW6_its","brsw2BR1_its","brsw2BR2_its","brsw2BR3_its","brsw2BR4_its","brsw2BR5_its","brsw2BR6_its","brsw2SW1_its","brsw2SW2_its","brsw2SW3_its","brsw2SW4_its","brsw2SW5_its","brsw2SW6_its","brsw3BR1_its","brsw3BR2_its","brsw3BR3_its","brsw3BR4_its","brsw3BR5_its","brsw3BR6_its","brsw3SW1_its","brsw3SW2_its","brsw3SW3_its","brsw3SW4_its","brsw3SW5_its","brsw3SW6_its","brswh2o_its","plnt1BB1_its","plnt1BB2_its","plnt1BB3_its","plnt1BB4_its","plnt1BB5_its","plnt1BB6_its","plnt1BR1_its","plnt1BR2_its","plnt1BR3_its","plnt1BR4_its","plnt1BR5_its","plnt1BR6_its","plnt1LE1_its","plnt1LE2_its","plnt1LE31_its","plnt1LE4_its","plnt1LE5_its","plnt1LE6_its","plnt1RB1_its","plnt1RB2_its","plnt1RB3_its","plnt1RB4_its","plnt1RB5_its","plnt1RB6_its","plnt1SW1_its","plnt1SW2_its","plnt1SW3_its","plnt1SW4_its","plnt1SW5_its","plnt1SW6_its","plnt1VT1_its","plnt1VT2_its","plnt1VT3_its","plnt1VT4_its","plnt1VT5_its","plnt1VT6_its","plnt2BB1_its","plnt2BB2_its","plnt2BB3_its","plnt2BB4_its","plnt2BB5_its","plnt2BB6_its","plnt2BR1_its","plnt2BR2_its","plnt2BR3_its","plnt2BR4_its","plnt2BR5_its","plnt2BR6_its","plnt2LE1_its","plnt2LE2_its","plnt2LE3_its","plnt2LE4_its","plnt2LE5_its","plnt2LE6_its","plnt2RB1_its","plnt2RB2_its","plnt2RB3_its","plnt2RB4_its","plnt2RB5_its","plnt2RB6_its","plnt2SW1_its","plnt2SW2_its","plnt2SW3_its","plnt2SW4_its","plnt2SW5_its","plnt2SW6_its","plnt2VT2_its","plnt2VT3_its","plnt2VT4_its","plnt2VT5_its","plnt2VT6_its","plnt3BB1_its","plnt3BB2_its","plnt3BB3_its","plnt3BB4_its","plnt3BB5_its","plnt3BB6_its","plnt3BR1_its","plnt3BR2_its","plnt3BR3_its","plnt3BR4_its","plnt3BR5_its","plnt3BR6_its","plnt3LE1_its","plnt3LE2_its","plnt3LE4_its","plnt3LE6_its","plnt3RB1_its","plnt3RB2_its","plnt3RB3_its","plnt3RB4_its","plnt3RB6_its","plnt3SW1_its","plnt3SW2_its","plnt3SW3_its","plnt3SW4_its","plnt3SW5_its","plnt3SW6_its","plnt3VT1_its","plnt3VT2_its","plnt3VT3_its","plnt3VT4_its","plnt3VT5_its","plnt3VT6_its","soil1BB1_its","soil1BB2_its","soil1BB3_its","soil1BB4_its","soil1BB5_its","soil1BB6_its","soil1BR1_its","soil1BR2_its","soil1BR3_its","soil1BR4_its","soil1BR5_its","soil1BR6_its","soil1FW1_its","soil1FW2_its","soil1FW3_its","soil1FW4_its","soil1FW5_its","soil1FW6_its","soil1h2o_its","soil1LE1_its","soil1LE2_its","soil1LE3_its","soil1LE4_its","soil1LE5_its","soil1LE6_its","soil1RB1_its","soil1RB2_its","soil1RB3_its","soil1RB4_its","soil1RB5_its","soil1RB6_its","soil1SW1_its","soil1SW2_its","soil1SW3_its","soil1SW4_its","soil1SW5_its","soil1SW6_its","soil1VT1_its","soil1VT2_its","soil1VT3_its","soil1VT4_its","soil1VT5_its","soil1VT6_its","soil2BB1_its","soil2BB2_its","soil2BB3_its","soil2BB4_its","soil2BB5_its","soil2BB6_its","soil2BR1_its","soil2BR2_its","soil2BR3_its","soil2BR4_its","soil2BR5_its","soil2BR6_its","soil2FW1_its","soil2FW2_its","soil2FW3_its","soil2FW4_its","soil2FW5_its","soil2FW6_its","soil2h2o_its","soil2LE1_its","soil2LE2_its","soil2LE3_its","soil2LE4_its","soil2LE5_its","soil2LE6_its","soil2RB1_its","soil2RB2_its","soil2RB3_its","soil2RB4_its","soil2RB5_its","soil2RB6_its","soil2SW1_its","soil2SW2_its","soil2SW3_its","soil2SW4_its","soil2SW5_its","soil2SW6_its","soil2VT1_its","soil2VT2_its","soil2VT3_its","soil2VT4_its","soil2VT5_its","soil2VT6_its","soil3BB1_its","soil3BB2_its","soil3BB3_its","soil3BB4_its","soil3BB5_its","soil3BB6_its","soil3BR1_its","soil3BR2_its","soil3BR3_its","soil3BR4_its","soil3BR5_its","soil3BR6_its","soil3FW1_its","soil3FW2_its","soil3FW3_its","soil3FW4_its","soil3FW5_its","soil3FW6_its","soil3h2o_its","soil3LE1_its","soil3LE2_its","soil3LE3_its","soil3LE4_its","soil3LE5_its","soil3LE6_its","soil3RB1_its","soil3RB2_its","soil3RB3_its","soil3RB4_its","soil3RB5_its","soil3RB6_its","soil3SW1_its","soil3SW2_its","soil3SW3_its","soil3SW4_its","soil3SW5_its","soil3SW6_its","soil3VT1_its","soil3VT2_its","soil3VT3_its","soil3VT4_its","soil3VT5_its","soil3VT6_its"
"Cordyceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lecanicillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hypocreaceae",0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,0,0,0,0,2,5,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,12,1,3,2,0,0,1,0,0,1,5,2,6,2,1,0,0,1,2,0,2,3,0,3,1,0,3,0,1,10,2,10,65,4,2,5,6,3,4,4,1,3,2,2,1,1,1,1,0,1,0,1,0,0,17,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,1,7,1,7,0,0,1,5,0,2,2,7,9,4,71,21,8,26,2,0,2,0,4,1,0,1,2,0,1,1,2,3,0,2,1,2,2,1,2,0,2,0,1,1,0,1,5,3,6,3,1,1,0,3,5,6,0
"Acrostalagmus",0,3,0,2,6,0,1,0,1,0,0,0,0,0,0,409,34,0,1,6,0,0,0,1,0,0,0,3,1,1,0,0,2,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,15,6,2,13,13,13,13,2,85,10,127,54,28,36,13,24,0,11,40,12,18,35,5,14,11,5,21,56,17,116,32,46,36,17,20,24,55,30,6,16,12,4,8,9,11,12,10,12,1,24,31,40,22,30,16,10,41,48,25,0,17,27,3,25,31,35,14,16,12,11,41,36,18,40,0,15,13,50,39,10,17,49,16,3,11,19,4,10,24,12,47,3,8,20,12,9,59,7,42,18,32,41,0,8,35,38,53,35,24,34,15,20,22,11,13,25,36,67,50,58,16,26,101,30,75,52,9
"Hypocrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Trichoderma",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,20,0,0,5,0,0,0,0,3,0,0,3,17,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,24,1,3,3,3,2,1,0,2,1,12,7,1,6,2,3,0,4,3,2,1,5,0,1,6,3,1,2,4,7,3,12,121,4,4,4,10,6,6,2,4,18,3,10,0,4,0,2,0,1,3,2,0,3,28,2,5,2,2,0,0,1,0,6,1,2,4,2,1,0,6,5,4,2,0,1,7,4,2,0,6,8,17,3,86,37,9,29,4,10,7,0,3,0,3,2,6,0,3,2,2,1,0,4,3,2,1,4,2,3,1,1,2,2,2,4,3,9,8,6,0,5,1,3,9,21,3
"Acremonium",0,3,0,0,1,0,15,0,0,0,12,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,4,0,2,3,1,4,11,7,4,0,20,3,25,22,2,6,3,3,0,3,18,0,9,11,1,3,4,1,9,10,7,570,5,7,4,5,9,11,10,11,4,4,6,5,4,1,4,3,2,4,0,10,7,5,4,6,6,0,13,4,11,0,10,5,2,9,9,14,4,1,2,6,19,7,7,4,0,1,1,11,15,3,6,11,6,1,1,3,2,4,3,1,18,1,4,8,4,2,7,1,5,3,14,6,0,7,5,6,14,4,10,2,2,10,9,1,2,4,4,5,19,21,2,2,8,11,15,7,3
"Gliomastix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilyonectria",4,0,2,0,0,1,410,42,722,64,105,0,0,0,0,1,0,0,391,1076,21,2,38,905,1,4,0,0,8,0,199,1468,496,47,883,156,0,192,561,488,921,387,1390,19,30,20,24,18,21,79,54,54,87,66,56,2825,8,263,1445,701,3112,3222,1068,1191,2831,1542,896,2206,2078,492,2650,2204,1831,420,3170,697,120,833,1510,24,59,9,21,48,4,37,59,5,31,134,54,1872,2,7785,347,835,1828,3322,2358,1819,3412,1190,844,1753,1167,1564,3682,4037,1181,1445,316,1555,433,1429,32,14,20,24,28,8,100,38,1,84,410,561,172,1476,833,2615,736,9,2246,1773,2420,1241,2870,175,3318,1096,4102,18,67,36,37,38,37,2,1,0,0,1,3,15,12,4,5,4,6,0,3,5,1,1,6,0,17,17,14,31,23,21,219,60,56,34,36,28,22,65,29,10,19,13,54,110,56,37,71,119,0,0,1,3,3,3,4,1,2,6,4,0,1,1,4,0,5,3,4,47,23,39,76,32,107,45,20,2,30,18,130,44,21,73,91,37,12,138,36,49,133,83,25,5,2,3,1,1,0,6,1,2,0,1,5,0,5,9,4,1,5,3,19,47,26,82,27,39,109,70,40,57,73,17,68,23,70,82,68,18
"Myrothecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sarocladium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nectriaceae",4,7,5,17,5,2,0,1,0,0,0,0,1,2,1,5,9,0,0,6,9,0,0,2,5,2,6,2,11,16,1,2,3,0,21,0,0,31,4,9,1,15,42,5,2,0,0,1,3,312,129,200,150,44,79,51,0,33,6,0,110,346,43,62,46,145,226,49,3,7,24,114,123,7,6,5,1,0,14,0,1,0,0,4,0,60,17,16,63,202,148,13,0,1,65,15,11,12,21,10,27,46,16,6,8,81,29,2,1,1,3,6,14,1,3,0,0,0,0,1,12,5,0,13,9,135,6,73,62,3,9,0,3,7,10,3,3,11,14,2,2,5,1,6,5,1,0,2,2,0,0,1,0,6,6,2,2,1,1,0,1,3,0,0,6,0,0,1,1,3,3,3,13,11,6,6,2,1,2,2,8,3,2,5,2,2,3,2,1,3,0,0,2,3,2,0,1,2,0,2,1,1,0,0,1,1,7,1,2,5,7,1,1,5,6,1,0,0,0,2,3,6,2,3,8,5,0,3,3,4,0,5,2,3,1,0,1,0,0,2,0,2,1,1,1,0,1,0,0,4,0,2,5,5,3,1,0,6,8,2,6,3,8,0,2,0,4,3,5,0
"Cylindrocarpon",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,4,1,0,4,0,0,195,34,51,12,118,248,0,4,0,1,2,1,1876,992,1317,880,283,517,323,0,251,59,3,663,2061,307,406,166,1104,1577,277,6,56,131,634,830,60,35,48,13,6,32,1,0,0,0,2,0,247,206,54,471,1148,870,97,0,0,397,69,31,47,72,54,163,282,125,78,30,588,138,31,13,1,21,45,73,5,2,0,2,1,1,1,171,26,14,82,61,753,26,418,382,0,37,2,35,58,42,17,3,58,100,4,17,4,1,6,5,1,1,3,1,4,3,2,1,35,19,16,4,4,10,0,2,6,4,0,5,0,6,6,2,1,9,4,50,42,24,38,7,7,7,13,16,4,3,13,8,1,2,4,4,4,1,0,1,0,3,2,10,6,0,12,13,3,0,0,3,0,0,1,5,3,2,6,3,9,3,6,3,0,7,8,21,4,3,6,5,0,1,10,2,2,6,2,0,1,0,1,0,0,2,6,1,8,2,3,6,0,0,6,9,1,4,2,8,0,5,7,1,5,22,15,8,19,17,2,4,8,8,26,11,4
"Fusarium",637,2781,2618,4206,844,1793,346,222,229,216,170,3,183,577,500,1126,2520,49,138,1112,88,0,8,777,1231,1327,1458,1021,5679,4686,182,1545,745,143,2616,343,0,44,40,99,123,63,167,216,279,269,368,31,1727,314,22,35,179,48,119,7,0,40,5,4,146,2295,2816,8221,89,5378,1617,305,15,24,20,103,270,71,559,63,91,148,570,225,1027,40,345,1017,10,17,30,11,73,2751,316,46,0,10,31,58,12,5756,866,2234,348,211,13,6,7,19,50,57,69,312,32,99,101,164,731,252,553,740,530,147,109,9,4,419,61,43,9,23,105,900,247,52,3181,13809,8325,25,5,13,213,3,377,460,384,754,435,256,398,662,522,359,103,315,459,390,248,65,120,81,168,0,272,639,275,778,491,184,337,496,369,588,369,606,1231,810,549,845,830,569,799,1360,906,357,464,792,354,411,307,356,444,1109,509,13,538,738,593,341,102,97,36,173,97,131,0,1288,215,120,1172,463,593,1018,357,271,715,844,643,891,629,15,411,312,980,711,230,481,1318,747,104,763,474,496,676,732,246,1489,169,1029,704,719,521,190,28,95,98,132,122,3,724,578,347,1357,200,700,473,1112,443,297,428,959,957,667,691,1063,1197,280,356,360,795,867,1285,525
"Gibberella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haematonectria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ophiocordycipitaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hirsutella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purpureocillium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,1,4,45,3,2,2,2,0,2,1,0,0,0,0,0,0,0,1,1,2,2,3,2,4,0,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,3,0,4,6,0,0,3,3,1,0,3,2,0,0,0,0,0,1,8,3,0,0,2,2,0,1,2,2,2,0,1,1,0,1,1,0,4,0,2,3,0,0,1,0,0,2,2,1,0,0,1,0,3,1,1,2,0,1,0,0,1,2,1,1,0,3,1,0,3,1,4,1,5
"Conlarium",0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,77,0,3,1,13,0,0,116,134,586,362,3290,161,0,0,0,0,0,1,2,2,3,2,7,1,2,0,1,5,2,0,4,1,1,160,2,2,3,3,0,0,4,5,212,8,192,0,228,74,0,1,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,4,3,13,0,2,4,11,0,0,3,1,0,7,76,2,4,147,94,0,0,2,0,0,0,2,3,0,3,0,1,0,1,0,1,0,0,60,4,0,2,2,0,36,1,0,121,29,77,29,22,27,3,0,4,0,4,1,15,5,3,4,3,4,0,1,9,5,1,0,0,4,4,0,4,5,5,17,38,46,11,11,5,1,23,12,9,4,15,63,40,49,22,48,75,2,0,1,0,6,2,6,6,2,3,4,7,0,5,2,1,1,2,2,3,0,2,1,2,3,2,6,1,1,8,9,29,6,2,14,7,0,84,36,36,24,89,11,5,0,2,2,2,7,5,1,6,2,3,3,0,3,6,6,8,5,3,3,1,4,2,1,3,8,7,5,6,33,4,2,6,16,10,16,6
